scene_id,acquisition_date,orbit_relative,pass_direction,status,area_km2,threshold_db,otsu_eta,valley_ratio,separability,detail
S1A_IW_GRDH_1SDV_20200905T125600_20200905T125625_034224_03FA09_2A6B,2020-09-05,27,ASC,ok,143.99721557355994,-21.377486072852246,0.8875867066627241,0.1983534367654313,0.9341807079658928,
S1A_IW_GRDH_1SDV_20200917T125601_20200917T125626_034399_040028_DD24,2020-09-17,27,ASC,ok,144.3762336180747,-21.375419549538027,0.8888491412546314,0.19623653285717954,0.9353301762225685,
S1A_IW_GRDH_1SDV_20200929T125601_20200929T125626_034574_04065E_9621,2020-09-29,27,ASC,ok,141.59009044093875,-21.62346508075277,0.8846954301628049,0.20817727812617096,0.9325943551374631,
S1A_IW_GRDH_1SDV_20201011T125601_20201011T125626_034749_040C7F_BDF2,2020-10-11,27,ASC,ok,138.00274234924643,-21.872258220592062,0.8766992308763477,0.21372545412106536,0.9279407321981582,
S1A_IW_GRDH_1SDV_20201023T125601_20201023T125626_034924_041292_B8D4,2020-10-23,27,ASC,ok,135.53003487474527,-22.125616663088717,0.8657050858666152,0.2289631232973624,0.921337771845315,
S1A_IW_GRDH_1SDV_20201104T125601_20201104T125626_035099_041897_4780,2020-11-04,27,ASC,ok,134.8901989188472,-22.18628841655184,0.858339525553998,0.24726940893866792,0.9174242447734177,
S1A_IW_GRDH_1SDV_20201116T125601_20201116T125626_035274_041EAD_1D8D,2020-11-16,27,ASC,ok,130.94625951563592,-21.859066127272506,0.8631085115928376,0.17079175246845135,0.9215966990097136,
S1A_IW_GRDH_1SDV_20201128T125601_20201128T125626_035449_0424C2_62D7,2020-11-28,27,ASC,ok,131.624954526114,-22.11850261789565,0.8496488287357089,0.2757069761195435,0.9132911400425056,
S1A_IW_GRDH_1SDV_20201210T125600_20201210T125625_035624_042AC6_ED8D,2020-12-10,27,ASC,ok,128.38241979879015,-22.378906022733833,0.841686520764975,0.29689448368794746,0.9088501881268896,
S1A_IW_GRDH_1SDV_20201222T125600_20201222T125625_035799_0430CD_EE61,2020-12-22,27,ASC,ok,124.10780515545959,-22.375367045494155,0.8363892113372772,0.2779726068663341,0.907158271177032,
S1A_IW_GRDH_1SDV_20210103T125559_20210103T125624_035974_0436E3_93CB,2021-01-03,27,ASC,ok,117.85688936076195,-22.125136315110797,0.8369329144167985,0.24908651640858334,0.9101342787003461,
S1A_IW_GRDH_1SDV_20210115T125558_20210115T125623_036149_043D07_7923,2021-01-15,27,ASC,ok,117.02016447887962,-22.12500146870044,0.8255986239744818,0.26193889911935614,0.9038533939009731,
